,Unnamed: 0,Dataset_ID,Organ_major,Organ_specific,Platform,Count_filtered,Mito_filtered,Gene_filtered,Pct_filtered,Total_cells,Total_cells_passed,Source,pubmed_id,pubmed_link,doi,accession
259,259,900582,prostate,{'Prostate'},10x,1.40126005,1.60764719,0.01086248,3.00890723,9206,8929,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
260,260,678513,prostate,{'Prostate'},10x,1.4597739,0.96586544,0.01097574,2.43661508,9111,8889,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
261,261,320385,cord_blood,{'CD34+_cord_blood_cells'},10x,2.22832053,0.07683864,0.30735456,2.60153677,9110,8873,"Balan, S. et al. Large-Scale Human Dendritic Cell Differentiation Revealing Notch-Dependent Lineage Bifurcation and Heterogeneity. Cell Rep. 24, 1902–1915.e6 (2018).",30110645,https://pubmed.ncbi.nlm.nih.gov/30110645/,10.1016/j.celrep.2018.07.033,
262,262,809675,immune,{'bronchoalveolar_immune'},droplet,0.88051716,0.22291574,0,1.1034329,8972,8873,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
263,263,642147,airway,{'airway'},droplet,2.64283364,0.0767628,0.05483057,2.77442702,9119,8866,"Plasschaert, L. W. et al. A single-cell atlas of the airway epithelium reveals the CFTR-rich pulmonary ionocyte. Nature 560, 377–381 (2018).",30069046,https://pubmed.ncbi.nlm.nih.gov/30069046/,10.1038/s41586-018-0394-6,
264,264,208003,prostate,{'Prostate'},10x,0.96292197,1.14001107,0.02213614,2.12506918,9035,8843,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
265,265,877606,esophagus,{'esophagus'},droplet,1.05297795,3.42217835,0,4.4751563,9117,8709,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
266,266,930973,immune,{'T_cells'},drop-seq,2.43272336,1.79763186,2.6803014,6.91065662,9290,8648,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
267,267,643062,bone_marrow,{'Bone_marrow'},10x,1.40990371,0.09170105,0,1.50160477,8724,8593,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
268,268,608847,cord_blood,{'CD34+_cord_blood_cells'},10x,3.5188308,0.05621135,0,3.55255762,8895,8579,"Balan, S. et al. Large-Scale Human Dendritic Cell Differentiation Revealing Notch-Dependent Lineage Bifurcation and Heterogeneity. Cell Rep. 24, 1902–1915.e6 (2018).",30110645,https://pubmed.ncbi.nlm.nih.gov/30110645/,10.1016/j.celrep.2018.07.033,
269,269,933623,lymphatic,{'lymphatic_vessels'},10x_3'_v2,1.71078488,0,0,1.71078488,8651,8503,"Takeda, A. et al. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity 51, 561–572.e5 (2019).",31402260,https://pubmed.ncbi.nlm.nih.gov/31402260/,10.1016/j.immuni.2019.06.027,GSE124494
270,270,534039,tonsil,{'Tonsil_CD4_T_cells'},10x,1.56503594,0.01159286,0,1.5766288,8626,8490,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
271,271,206776,prostate,{'Prostate'},10x,1.63167503,1.91693291,0.01141031,3.56001826,8764,8452,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
272,272,307238,liver,{'Hepatocyte-derived_liver_progenitor-like_cells'},10x,0.87366364,1.20703529,0.83917692,2.91987585,8699,8445,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
273,273,893158,large_intestine,{'Colon'},10x,3.10857143,0.64,0,3.74857143,8750,8422,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
274,274,626082,airway,{'airway'},droplet,2.72811702,0.01160901,0,2.73972603,8614,8378,"Plasschaert, L. W. et al. A single-cell atlas of the airway epithelium reveals the CFTR-rich pulmonary ionocyte. Nature 560, 377–381 (2018).",30069046,https://pubmed.ncbi.nlm.nih.gov/30069046/,10.1038/s41586-018-0394-6,
275,275,577154,immune,{'tumor_immune'},droplet,2.30914232,0.28275212,0,2.5801131,8488,8269,Datasets. 10x Genomics https://www.10xgenomics.com/resources/datasets?menu%5Bproducts.name%5D=Single%20Cell%20Gene%20Expression&query=&page=1&configure%5Bfacets%5D%5B0%5D=chemistryVersionAndThroughput&configure%5Bfacets%5D%5B1%5D=pipeline.version&configure%5BhitsPerPage%5D=500.,,,,
276,276,790247,lung,{'lung'},10X_3'_v2,2.09175184,0.61801759,0.03565486,2.74542429,8414,8183,"Habermann, A. C. et al. Single-cell RNA sequencing reveals profibrotic roles of distinct epithelial and mesenchymal lineages in pulmonary fibrosis. Sci Adv 6, eaba1972 (2020).",32832598,https://pubmed.ncbi.nlm.nih.gov/32832598/,10.1126/sciadv.aba1972,
277,277,135850,bone_marrow,{'Bone_marrow'},10x,2.22567907,0.02393203,0,2.2496111,8357,8169,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
278,278,204100,cord_blood,{'CD34+_cord_blood_cells'},10x,1.61621035,0.12061271,0,1.72476179,8291,8148,"Balan, S. et al. Large-Scale Human Dendritic Cell Differentiation Revealing Notch-Dependent Lineage Bifurcation and Heterogeneity. Cell Rep. 24, 1902–1915.e6 (2018).",30110645,https://pubmed.ncbi.nlm.nih.gov/30110645/,10.1016/j.celrep.2018.07.033,
279,279,259322,bone_marrow,{'Bone_marrow'},10x,2.094619,0.2407608,0.01203804,2.3353798,8307,8113,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
280,280,734272,heart,{'pluripotent_derived_endothelial'},droplet,0.46734719,0.1229861,0,0.59033329,8131,8083,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
281,281,783412,heart,{'pluripotent_derived_endothelial'},droplet,1.84619147,0.09781147,0,1.94400293,8179,8020,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
282,282,944603,immune,{'Peripheral_blood_mononuclear_cells'},10x,1.06722277,0.35574092,0.19627085,1.61923454,8152,8020,"Kang, H. M. et al. Multiplexed droplet single-cell RNA-sequencing using natural genetic variation. Nat. Biotechnol. 36, 89–94 (2018).",29227470,https://pubmed.ncbi.nlm.nih.gov/29227470/,10.1038/nbt.4042,
283,283,725783,kidney,{'kidney'},10x,1.86183244,0.03674669,0,1.87408133,8164,8011,"Su, C. et al. Single-Cell RNA Sequencing in Multiple Pathologic Types of Renal Cell Carcinoma Revealed Novel Potential Tumor-Specific Markers. Front. Oncol. 11, 719564 (2021).",34722263,https://pubmed.ncbi.nlm.nih.gov/34722263/,10.3389/fonc.2021.719564,GSE152938
284,284,683165,immune,{'cerebrospinal_fluid_leukocytes'},droplet,2.00516669,0.12301636,0,2.12818305,8129,7956,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
285,285,264437,bone_marrow,{'Bone_marrow'},10x,1.91518468,0.09949011,0,1.98980226,8041,7881,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
286,286,102654,bone_marrow,{'Bone_marrow'},10x,1.96370868,0.18642804,0,2.15013671,8046,7873,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
287,287,183634,prostate,{'Prostate'},10x,1.22362342,1.38594082,0.03745786,2.63453615,8009,7798,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
288,288,854233,nasal,{'Nasal_airway_epithelium'},10x,2.64629146,0.74543422,0.0124239,3.40414958,8049,7775,"Zirkel, A. et al. HMGB2 Loss upon Senescence Entry Disrupts Genomic Organization and Induces CTCF Clustering across Cell Types. Mol. Cell 70, 730–744.e6 (2018).",29706538,https://pubmed.ncbi.nlm.nih.gov/29706538/,10.1016/j.molcel.2018.03.030,
289,289,719795,heart,{'pluripotent_derived_endothelial'},droplet,1.58750318,0.01270003,0,1.6002032,7874,7748,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
290,290,774570,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.63703798,0.03836808,0,1.67540606,7819,7688,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
291,291,742013,bone_marrow,{'Bone_marrow'},10x,3.03832577,0.11346445,0,3.1265759,7932,7684,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
292,292,346976,lymph_node,{'lymph_node'},droplet,1.3383091,0.06434178,0,1.40265088,7771,7662,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
293,293,369271,bone_marrow,{'Bone_marrow'},10x,1.78159446,0.01281723,0.02563445,1.82004614,7802,7660,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
294,294,384769,skin,{'skin'},droplet,0.89494163,0.10376135,0,0.99870298,7710,7633,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
295,295,142168,immune,{'tumor_immune'},droplet,1.93452381,3.67063492,0,5.60515873,8064,7612,"Song, Q. et al. Dissecting intratumoral myeloid cell plasticity by single cell RNA-seq. Cancer Med. 8, 3072–3085 (2019).",31033233,https://pubmed.ncbi.nlm.nih.gov/31033233/,10.1002/cam4.2113,
296,296,888584,pluripotent_stem_cell,{'Embryonic_stem_cell_line'},10x,0.74301819,1.90878811,0,2.6518063,7806,7599,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
297,297,917037,heart,{'heart'},droplet,0.7613247,3.36251745,0,4.11115341,7881,7557,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
298,298,176673,bone_marrow,{'Bone_marrow'},10x,1.85617861,0.11682243,0.01298027,1.98598131,7704,7551,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
299,299,335234,heart,{'pluripotent_derived_endothelial'},droplet,1.42241942,0.24794467,0,1.67036409,7663,7535,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
300,300,195639,bone_marrow,{'Bone_marrow'},10x,2.05836373,0.06513809,0.03908286,2.16258468,7676,7510,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
301,301,269795,immune,{'bronchoalveolar_immune'},droplet,2.88411795,0.05173306,0,2.93585101,7732,7505,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
302,302,942832,bone_marrow,{'Bone_marrow'},10x,1.72729652,0.10468464,0,1.79272442,7642,7505,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
303,303,546811,bone_marrow,{'Bone_marrow'},10x,1.95739015,0.03994674,0,1.99733688,7510,7360,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
304,304,546949,kidney,{'Kidney_organoids'},drop-seq,1.45668285,1.89113212,2.77280859,6.12062356,7826,7347,"Czerniecki, S. M. et al. High-Throughput Screening Enhances Kidney Organoid Differentiation from Human Pluripotent Stem Cells and Enables Automated Multidimensional Phenotyping. Cell Stem Cell 22, 929–940.e4 (2018).",29779890,https://pubmed.ncbi.nlm.nih.gov/29779890/,10.1016/j.stem.2018.04.022,
305,305,339004,immune,{'cerebrospinal_fluid_leukocytes'},droplet,2.53333333,0.13333333,0,2.65333333,7500,7301,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
306,306,287520,bone_marrow,{'Bone_marrow'},10x,1.75723168,0.02703433,0.06758583,1.85185185,7398,7261,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
307,307,578901,skin,{'skin epidermis'},droplet,2.17708748,1.50006637,0,3.67715386,7533,7256,"Rosa, F. F. et al. Direct reprogramming of fibroblasts into antigen-presenting dendritic cells. Sci Immunol 3, (2018).",30530727,https://pubmed.ncbi.nlm.nih.gov/30530727/,pii: eaau4292. doi: 10.1126/sciimmunol.aau4292,GSE103618
308,308,948438,bladder,{'bladder'},droplet,1.21500264,3.0110935,0,4.22609614,7572,7252,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
309,309,588620,bone_marrow,{'Bone_marrow'},10x,1.7864393,0.09473542,0,1.85410746,7389,7252,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
310,310,806704,bone,{'limb_bud'},droplet,1.52360223,0,0,1.52360223,7351,7239,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
311,311,694361,airway,{'trachea'},droplet,1.07684127,2.85828237,0,3.93512364,7522,7226,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
312,312,133460,bone_marrow,{'Bone_marrow'},10x,1.88602442,0.28493894,0,2.15739484,7370,7211,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
313,313,568052,prostate,{'Prostate'},10x,1.41036073,1.32899376,0,2.73935449,7374,7172,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
314,314,109211,bone_marrow,{'Bone_marrow'},10x,2.23410088,0.19188596,0,2.37116228,7296,7123,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
315,315,142065,bone,{'limb_bud'},droplet,1.67150159,0.01381406,0,1.68531565,7239,7117,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
316,316,282830,bone_marrow,{'Bone_marrow'},10x,1.92678227,0.16515277,0,2.06440958,7266,7116,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
317,317,648719,pancreas,{'Pancreatic_islets'},10x,2.00935866,0.08257638,0.02752546,2.1194605,7266,7112,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
318,318,956976,tonsil,{'Tonsil_CD4_T_cells'},10x,2.9475686,0.0407498,0.58408041,3.54523227,7362,7101,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
319,319,281757,lymphatic,{'lymphatic_vessels'},10x_3'_v2,1.94040194,0,0,1.94040194,7215,7075,"Takeda, A. et al. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity 51, 561–572.e5 (2019).",31402260,https://pubmed.ncbi.nlm.nih.gov/31402260/,10.1016/j.immuni.2019.06.027,GSE124494
320,320,500096,bone_marrow,{'Bone_marrow'},10x,1.66643522,0.11109568,0.01388696,1.79141786,7201,7072,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
321,321,468215,heart,{'pluripotent_derived_endothelial'},droplet,1.28401954,0.02791347,0,1.31193301,7165,7071,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
322,322,804120,eye,{'eye'},10x,0.74616359,0.23933549,0,0.98549908,7103,7033,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
323,323,217784,kidney,{'Kidney_cortex'},10x,1.44004431,2.09083356,0,3.53087787,7222,6967,"Zirkel, A. et al. HMGB2 Loss upon Senescence Entry Disrupts Genomic Organization and Induces CTCF Clustering across Cell Types. Mol. Cell 70, 730–744.e6 (2018).",29706538,https://pubmed.ncbi.nlm.nih.gov/29706538/,10.1016/j.molcel.2018.03.030,
324,324,557345,prostate,{'Prostate'},10x,1.82277061,0.93942793,0,2.74817723,7132,6936,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
325,325,494540,eye,{'eye'},10x,1.21238054,0.22821281,0,1.44059335,7011,6910,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
326,326,192494,heart,{'pluripotent_derived_endothelial'},droplet,1.53757724,0.20117833,0,1.71001581,6959,6840,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
327,327,754587,heart,{'pluripotent_derived_endothelial'},droplet,1.08979948,0.01453066,0,1.10433014,6882,6806,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
328,328,480521,kidney,{'kidney_organoid'},droplet,1.94887728,2.52789154,0,4.47676882,7081,6764,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
329,329,775053,kidney,{'Kidney_organoids'},drop-seq,1.28761372,1.25962211,4.60461861,7.15185444,7145,6634,"Czerniecki, S. M. et al. High-Throughput Screening Enhances Kidney Organoid Differentiation from Human Pluripotent Stem Cells and Enables Automated Multidimensional Phenotyping. Cell Stem Cell 22, 929–940.e4 (2018).",29779890,https://pubmed.ncbi.nlm.nih.gov/29779890/,10.1016/j.stem.2018.04.022,
330,330,368700,bone_marrow,{'Bone_marrow'},10x,2.25171488,0.01491202,0,2.2666269,6706,6554,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
331,331,417615,pluripotent_stem_cell,{'Embryonic_stem_cell_line'},10x,0.76233184,1.71898356,0,2.4813154,6690,6524,"Guo, J. et al. The adult human testis transcriptional cell atlas. Cell Res. 28, 1141–1157 (2018).",30315278,https://pubmed.ncbi.nlm.nih.gov/30315278/,10.1038/s41422-018-0099-2,
332,332,904549,kidney,{'Kidney_organoids'},drop-seq,1.42671855,1.93111399,3.15607436,6.5139069,6939,6487,"Czerniecki, S. M. et al. High-Throughput Screening Enhances Kidney Organoid Differentiation from Human Pluripotent Stem Cells and Enables Automated Multidimensional Phenotyping. Cell Stem Cell 22, 929–940.e4 (2018).",29779890,https://pubmed.ncbi.nlm.nih.gov/29779890/,10.1016/j.stem.2018.04.022,
333,333,202752,large_intestine,{'Colon'},10x,2.43383024,0.47155461,0.01521144,2.92059629,6574,6382,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
334,334,859850,kidney,{'kidney'},10x,2.10801662,0.06154793,0,2.15417757,6499,6359,"Su, C. et al. Single-Cell RNA Sequencing in Multiple Pathologic Types of Renal Cell Carcinoma Revealed Novel Potential Tumor-Specific Markers. Front. Oncol. 11, 719564 (2021).",34722263,https://pubmed.ncbi.nlm.nih.gov/34722263/,10.3389/fonc.2021.719564,GSE152938
335,335,722523,heart,{'pluripotent_derived_endothelial'},droplet,2.11028959,0.2926679,0,2.38755391,6492,6337,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
336,336,216305,kidney,{'kidney_organoid'},droplet,1.85701021,0.38687713,0,2.24388734,6462,6317,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
337,337,321175,eye,{'retina'},droplet,1.55930068,0.09450307,0,1.63805324,6349,6245,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
338,338,814307,pancreas,{'Pancreatic_islets'},10x,1.90090371,1.26207541,0.24929885,3.41227797,6418,6199,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
339,339,189945,immune,{'bronchoalveolar_immune'},droplet,0.6080973,0.19203072,0,0.80012802,6249,6199,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
340,340,860561,testis,{'Testicular_cells'},10x,2.35811979,0.29869517,0.14148719,2.79830215,6361,6183,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
341,341,459983,prostate,{'Prostate'},10x,1.27962085,1.31121643,0.01579779,2.60663507,6330,6165,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
342,342,683080,endothelial,{'Endothelial_cells'},10x,0.83160083,0.6077083,0,1.43930913,6253,6163,"Paik, D. T. et al. Large-Scale Single-Cell RNA-Seq Reveals Molecular Signatures of Heterogeneous Populations of Human Induced Pluripotent Stem Cell-Derived Endothelial Cells. Circ. Res. 123, 443–450 (2018).",29986945,https://pubmed.ncbi.nlm.nih.gov/29986945/,10.1161/CIRCRESAHA.118.312913,
343,343,110764,pancreas,{'Pancreatic_islets'},10x,2.68467037,0.01588562,0.2700556,2.9706116,6295,6108,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
